order_id,customer_id,product,region,quarter,year,quantity,unit_price,revenue,sales_rep,channel
O01168,CUST0294,Starter,NA,Q3,2023,14,1018.76,14262.64,REP022,Direct
O01169,CUST0197,API Credits,APAC,Q2,2025,27,1771.16,47821.32,REP019,Inside Sales
O01170,CUST0014,Add-on Analytics,EMEA,Q1,2025,27,1156.17,31216.59,REP007,Online
O01171,CUST0200,Pro Plan,EMEA,Q2,2025,8,130.51,1044.08,REP012,Direct
O01172,CUST0291,Add-on AI,APAC,Q1,2024,50,1810.12,90506.0,REP024,Direct
O01173,CUST0140,Enterprise,LATAM,Q1,2023,15,617.48,9262.2,REP030,Inside Sales
O01174,CUST0141,Add-on AI,NA,Q4,2025,14,2394.64,33524.96,REP010,Direct
O01175,CUST0037,Add-on Analytics,LATAM,Q3,2023,47,202.09,9498.23,REP020,Partner
O01176,CUST0047,Pro Plan,LATAM,Q1,2023,17,2276.34,38697.78,REP001,Online
O01177,CUST0083,Pro Plan,EMEA,Q1,2023,4,2128.63,8514.52,REP017,Inside Sales
O01178,CUST0017,API Credits,NA,Q4,2023,26,2294.15,59647.9,REP029,Direct
O01179,CUST0103,Starter,APAC,Q2,2024,10,348.89,3488.9,REP010,Online
O01180,CUST0039,Add-on Analytics,NA,Q2,2023,14,832.17,11650.38,REP023,Inside Sales
O01181,CUST0279,Add-on Analytics,NA,Q1,2024,38,294.24,11181.12,REP003,Online
O01182,CUST0254,Pro Plan,EMEA,Q4,2023,45,2215.21,99684.45,REP029,Partner
O01183,CUST0009,Enterprise,APAC,Q1,2025,44,808.12,35557.28,REP029,Inside Sales
O01184,CUST0046,Starter,NA,Q1,2023,34,1411.33,47985.22,REP004,Partner
O01185,CUST0249,API Credits,NA,Q4,2025,20,826.93,16538.6,REP025,Partner
O01186,CUST0195,Starter,LATAM,Q4,2024,33,952.83,31443.39,REP007,Direct
O01187,CUST0256,Starter,NA,Q2,2025,6,141.9,851.4,REP022,Inside Sales
O01188,CUST0078,Pro Plan,APAC,Q1,2025,19,464.83,8831.77,REP010,Direct
O01189,CUST0172,Enterprise,APAC,Q1,2025,16,251.88,4030.08,REP002,Inside Sales
O01190,CUST0209,Add-on AI,APAC,Q4,2025,12,1001.91,12022.92,REP027,Online
O01191,CUST0255,API Credits,APAC,Q3,2023,21,479.98,10079.58,REP029,Direct
O01192,CUST0250,API Credits,NA,Q1,2023,41,940.05,38542.05,REP030,Inside Sales
O01193,CUST0184,Add-on Analytics,LATAM,Q3,2025,34,2291.51,77911.34,REP020,Online
O01194,CUST0175,Add-on Analytics,LATAM,Q2,2023,2,954.65,1909.3,REP012,Inside Sales
O01195,CUST0152,Enterprise,EMEA,Q2,2024,24,1956.83,46963.92,REP015,Direct
O01196,CUST0186,Add-on Analytics,APAC,Q4,2023,25,1040.31,26007.75,REP001,Online
O01197,CUST0022,Pro Plan,APAC,Q4,2023,31,105.26,3263.06,REP028,Online
O01198,CUST0194,Add-on AI,LATAM,Q1,2023,1,2467.73,2467.73,REP028,Partner
O01199,CUST0053,Pro Plan,NA,Q3,2023,45,1304.28,58692.6,REP021,Inside Sales
O01200,CUST0140,Pro Plan,LATAM,Q4,2025,39,194.54,7587.06,REP005,Partner
